ProductId,Time,Rating,Sentiment Score,Sentiment Label,Summary
P1000-02,2019-02-23,1,-0.710600,negative,Horrible
P1000-03,2019-01-22,5,-0.572392,negative,Great Lab Toy!
P1000-04,2019-05-30,5,0.589158,positive,BIG fan!
P1000-02,2019-10-02,5,0.565351,positive,Excellent.
P1000-03,2019-04-08,5,0.392937,positive,TOUGH ENOUGH FOR MY DOGS
P1000-03,2019-04-19,1,-0.480695,negative,Great while it lasted
P1000-02,2019-12-05,5,0.956864,positive,Pretty Good
P1000-03,2019-03-15,5,0.505588,positive,Puppy Loves It!
P1000-03,2019-07-05,5,0.801560,positive,Great Entertainment
P1000-04,2019-08-01,5,0.819872,positive,Great oil...especially for popcorn!
P1000-02,2019-01-05,1,-0.717242,negative,Grove Square Cappuchino
P1000-04,2019-02-03,5,0.637462,positive,Great for popcorn!
P1000-04,2019-01-09,5,0.966311,positive,Excellent product
P1000-03,2019-05-18,4,0.700483,positive,Tough Jug!
P1000-03,2019-06-12,5,-0.287662,negative,Amazing toy for dogs who devour their food quickly
P1000-02,2019-10-18,5,0.799861,positive,"For 10 dollars, yes. otherwise, no"
P1000-02,2019-12-09,1,-0.874742,negative,Beware of artificial sweetener!
P1000-04,2019-08-18,5,0.773135,positive,I'm a faithful Nutiva fan: quality and value.
P1000-04,2019-09-04,5,0.961518,positive,GREAT
P1000-04,2019-02-06,5,0.837936,positive,"Healthy yes, but also DELICIOUS!"
P1000-03,2019-09-21,4,-0.521709,negative,Great Product.
P1000-03,2019-11-13,1,-0.636712,negative,Awful!  Didn't make it through a day!
P1000-04,2019-03-03,5,0.902014,positive,Pleasantly Surprised
P1000-04,2019-12-24,5,0.614968,positive,Amazing
P1000-03,2019-08-11,1,-0.769623,negative,Broke
P1000-04,2019-05-21,5,0.591130,positive,Awesome Product
P1000-02,2019-11-03,5,0.819886,positive,YUMMY is an understatement
P1000-02,2019-08-26,5,0.809578,positive,"Great taste, a smooth and sweet coffee"
P1000-03,2019-07-10,1,-0.699380,negative,Weak
P1000-02,2019-01-10,1,-0.634469,negative,Hydrogenated vegetable oils?  No thanks!
P1000-03,2019-09-12,5,-0.446718,negative,Lasted 7 months with 55 lb. 3 year-old LabraDingo!
P1000-04,2019-08-20,5,0.987865,positive,Coconut oil
P1000-02,2019-10-19,2,0.659228,positive,Not pleased with these K-cups
P1000-02,2019-09-19,5,0.855365,positive,AWESOME Cappuccino!
P1000-03,2019-06-15,5,0.753781,positive,Great Product
P1000-03,2019-02-07,4,-0.624184,negative,Tug-A-Jug Treat Toy
P1000-02,2019-11-22,1,-0.821990,negative,Extremely Poor Quality - SUX
P1000-04,2019-03-07,5,-0.467142,negative,Great Multi-Uses
P1000-04,2019-04-15,5,-0.912882,negative,Great product with terrible shipping and awful customer service
P1000-02,2019-12-26,1,-0.613077,negative,Horrible!!!  Just Horrible!!!
P1000-04,2019-07-26,5,0.654412,positive,Many different uses!
P1000-03,2019-02-03,5,-0.396783,negative,My dog loves this
P1000-02,2019-08-08,5,0.337321,positive,Comfort food
P1000-04,2019-12-06,5,0.928642,positive,"So tasty, so good for you!"
P1000-02,2019-02-08,1,-0.516914,negative,Just Gross
P1000-04,2019-10-05,5,0.732505,positive,Nutiva Is The Best Brand!
P1000-03,2019-04-12,5,0.774078,positive,Great fun for my dogs!
P1000-03,2019-03-06,5,0.655145,positive,"Durable, still fun when ""solved"""
P1000-03,2019-05-13,5,0.555382,positive,So much better than a bowl!
P1000-03,2019-01-21,5,0.306374,positive,My dogs love this toy!
P1000-04,2019-06-25,5,0.808649,positive,best oil for cooking
P1000-04,2019-02-05,5,0.825536,positive,Fabulous Coconut Oil
P1000-03,2019-04-24,5,0.768319,positive,So much fun!
P1000-03,2019-11-11,5,0.739738,positive,Keeps My Furbaby's Interest
P1000-02,2019-11-27,5,-0.325495,negative,Mini Mart Cappuccino
P1000-04,2019-08-02,4,0.670589,positive,Nutiva Organic Extra Virgin Coconut Oil - ALL PURPOSE SKINCARE
P1000-03,2019-10-22,3,0.686849,positive,Well Made - But My Dogs Had Zero Interest
P1000-03,2019-07-29,3,0.605994,positive,If your dog chews out the rope...
P1000-04,2019-10-27,4,0.521563,positive,"Near Perfect for popcorn, experimental for other things"
P1000-02,2019-01-23,4,0.771714,positive,Pretty damn good....but I LIKE the Wawa/Convenience store stuff!
P1000-02,2019-11-10,5,0.356195,positive,Good for what it is
P1000-02,2019-01-05,5,-0.507751,negative,Luv this coffee!!
P1000-03,2019-01-22,5,0.789681,positive,Hours of fun!
P1000-04,2019-03-06,5,0.480802,positive,My Manna
P1000-03,2019-03-04,5,-0.288460,negative,Challenging and Durable
P1000-04,2019-06-28,5,0.641001,positive,Love Love Love this stuff!
P1000-03,2019-10-30,4,0.726549,positive,Good entertainment
P1000-04,2019-09-18,5,0.405672,positive,Don't keep plastic spoon in jar!!!
P1000-03,2019-03-09,4,-0.632400,negative,Great interactive toy but my boy still to smart for it...lol
P1000-03,2019-11-16,5,0.338359,positive,Fantastic puzzle toy for our clever and busy pit bull! Just try not to get conked out with it.
P1000-03,2019-06-07,3,-0.318808,negative,Cute and entertaining
P1000-02,2019-10-21,1,0.499226,positive,Grove Square K-cups - DO NOT BUY!
P1000-03,2019-06-10,5,-0.329004,negative,Good Quality
P1000-03,2019-04-26,3,0.503745,positive,Pretty good
P1000-03,2019-07-30,4,-0.391159,negative,Easier than I expected
P1000-02,2019-10-02,4,0.452304,positive,Nice treat
P1000-02,2019-08-16,5,0.835008,positive,My new favorite for a cocoa-type drink
P1000-03,2019-12-03,1,-0.634121,negative,probably the most dangerous toy I ever purchased
P1000-03,2019-10-14,1,-0.899111,negative,Tug-a-Jug lasts 5 minutes.
P1000-02,2019-11-20,1,-0.708520,negative,"Horrible, Instant coffee, Hydrogenated oil inside, health hazard!!!"
P1000-03,2019-10-16,1,-0.904553,negative,poor quality !!!!
P1000-03,2019-04-07,5,-0.397087,negative,tug jug dog toy
P1000-04,2019-05-09,5,0.764487,positive,Excellent Quality Coconut Oil
P1000-04,2019-08-16,5,0.444107,positive,Very Good Oil
P1000-04,2019-04-22,4,0.940185,positive,coconut oil
P1000-04,2019-12-23,5,0.621476,positive,2nd order
P1000-02,2019-12-08,1,0.554675,positive,Instant coffee
P1000-03,2019-12-07,4,-0.614442,negative,"Great challenging ""interactive"" toy but rope is too thick!"
P1000-02,2019-12-28,5,0.910708,positive,I'm addicted!!!
P1000-02,2019-12-16,4,0.852202,positive,Pretty good
P1000-02,2019-01-28,5,0.788902,positive,Love this coffee!
P1000-02,2019-09-01,1,0.564469,positive,Way to sweet
P1000-03,2019-02-06,1,-0.522720,negative,Dog Danger
P1000-04,2019-02-15,5,0.881607,positive,Great for popcorn.  Keeps indefinitely.
P1000-02,2019-02-14,2,0.281856,positive,Bad aftertaste - and review the ingredients!  24% of daily saturated fat per serving!
P1000-03,2019-07-05,5,0.391053,positive,Good alternative to a Buster Cube
P1000-02,2019-02-28,1,0.511819,positive,What a disappointment
P1000-01,2019-07-26,4,-0.325727,negative,Beneful definitely passed the dog taste-test in this house!
P1000-02,2019-02-14,1,-0.338745,negative,very weak!
P1000-02,2019-01-13,5,0.609271,positive,Exactly what I was looking for
P1000-04,2019-02-06,5,0.931942,positive,Coconut oil
P1000-04,2019-10-09,5,0.755112,positive,Excellent Coconut Oil
P1000-04,2019-08-13,5,0.765802,positive,Moisturizer
P1000-04,2019-07-27,5,0.310915,positive,I'm Sold on Coconut Oil
P1000-03,2019-01-14,1,-0.909862,negative,Plastic Lid Breaks Easily
P1000-04,2019-04-09,5,-0.324921,negative,great for aging skin!
P1000-02,2019-11-05,5,0.674737,positive,New morning pleasure
P1000-02,2019-03-18,1,-0.416252,negative,Low Quality. High Calorie and Fat.
P1000-03,2019-10-05,4,0.542568,positive,A mixed review
P1000-04,2019-07-29,5,0.469313,positive,Organic extra virgin coconut oil
P1000-02,2019-11-03,2,-0.409632,negative,Not as expected
P1000-02,2019-11-24,5,0.739466,positive,Love it - give it a try
P1000-02,2019-07-30,5,0.730410,positive,"Great, but..."
P1000-04,2019-03-01,5,0.657463,positive,Great for cooking and skin/haircare!
P1000-02,2019-03-23,1,-0.934889,negative,Partially Hydroginated crap
P1000-04,2019-11-07,5,0.856723,positive,I really enjoy it's clean fresh taste and light texture.
P1000-02,2019-11-24,5,0.953694,positive,So yummy!!
P1000-04,2019-07-15,5,0.699066,positive,Superb Quality!
P1000-03,2019-05-04,2,-0.320466,negative,Bad for extreme chewers and smart dogs
P1000-04,2019-04-25,5,-0.569265,negative,Best product & best Price
P1000-02,2019-01-05,5,0.756927,positive,Great product!
P1000-02,2019-01-25,2,0.924361,positive,"Vey, verry sweet"
P1000-02,2019-07-30,5,0.970556,positive,awesome
P1000-02,2019-10-19,2,0.481594,positive,Convenience Store Cappuccino
P1000-03,2019-08-17,1,-0.801547,negative,ATTENTION: This toy is DANGEROUS for your dog!
P1000-04,2019-01-13,5,0.881222,positive,Love it!
P1000-02,2019-08-05,5,0.802228,positive,gray1
P1000-01,2019-07-24,4,0.841037,positive,My dog enjoys it
P1000-03,2019-08-28,4,0.509746,positive,nice toy
P1000-03,2019-06-28,4,0.841618,positive,Pretty good occupier
P1000-01,2019-07-28,4,0.283929,positive,Average sized bits that the dogs just loved
P1000-03,2019-11-23,2,0.261852,positive,Not As Described
P1000-03,2019-08-05,4,0.693509,positive,Easy!
P1000-03,2019-05-24,5,-0.430484,negative,great way to feed!
P1000-02,2019-04-11,5,0.961492,positive,Tasty
P1000-02,2019-02-24,1,0.285866,positive,lame
P1000-03,2019-05-31,4,-0.465453,negative,keeps 'em busy!
P1000-03,2019-05-12,5,0.443636,positive,GREAT entertainment for my pooch!
P1000-04,2019-02-24,4,0.788418,positive,Wonderful to use!
P1000-04,2019-07-26,5,0.857149,positive,"amazingly delicious fresh coconut scent, beautiful white color, versatile, AND ORGANIC!"
P1000-03,2019-05-17,5,0.529673,positive,keeps the pup busy!
P1000-04,2019-05-19,5,0.836911,positive,It's the new EVOO!
P1000-02,2019-01-04,5,0.654456,positive,Love these!
P1000-03,2019-07-26,5,0.328100,positive,No more inhaling dinner!
P1000-03,2019-01-19,5,-0.614593,negative,Two Years is a LONG Time
P1000-02,2019-01-23,1,0.000000,neutral,Ingredients
P1000-02,2019-07-24,5,-0.823032,negative,Like Christmas Morning in a mug!
P1000-02,2019-12-05,5,0.471338,positive,YUM!
P1000-04,2019-05-25,5,0.921767,positive,Coconut oil is awesome!
P1000-03,2019-12-06,5,0.443464,positive,we use it daily
P1000-03,2019-11-07,3,0.474311,positive,"Love This Product, But..."
P1000-02,2019-02-23,3,0.898373,positive,Too sweet
P1000-02,2019-01-28,5,0.582416,positive,Delsih and Yummy
P1000-03,2019-05-07,4,0.332552,positive,definately entertaining!
P1000-04,2019-02-05,5,0.933084,positive,Fresh and Clean
P1000-04,2019-10-15,5,0.401727,positive,Great for kitchen and bath use!
P1000-03,2019-05-04,4,-0.310670,negative,Not bad but not Jasper proof
P1000-04,2019-03-25,5,0.896029,positive,Taste fantastic with just about anything and not strong...
P1000-04,2019-02-04,5,0.977847,positive,Great Product & Quick Shipping
P1000-04,2019-01-16,5,0.790898,positive,Awesome for Hair!
P1000-03,2019-01-17,1,-0.605425,negative,Don't Waste Your Money
P1000-02,2019-10-15,5,0.829449,positive,Yum!
P1000-03,2019-06-29,5,0.842035,positive,My Yorkie can spend hours playing with the Tug-A-Jug!
P1000-04,2019-12-29,5,0.877111,positive,I love this coconut oil!!
P1000-03,2019-10-01,5,0.699896,positive,The best dog toy I ever bought :)
P1000-02,2019-02-01,1,-0.676176,negative,INSTANT COFFEE!
P1000-02,2019-09-16,5,0.876175,positive,Grove square cappuccino
P1000-02,2019-12-08,5,0.648409,positive,SPIKE this with some Irish cream liqueur
P1000-02,2019-05-16,1,-0.710729,negative,Hated it
P1000-03,2019-04-26,5,0.684599,positive,Our Rescue Pup LOVES this toy!
P1000-04,2019-02-15,5,0.739339,positive,How did I live without this?
P1000-03,2019-01-05,5,0.703992,positive,Boomer's New Toy
P1000-03,2019-06-28,5,0.324294,positive,Great Way to Entertain Your Dog
P1000-03,2019-08-12,5,-0.367568,negative,Keeps my dog occupied for a looooong time!
P1000-02,2019-08-12,5,0.268597,positive,French Vanilla - heaven!
P1000-03,2019-03-27,4,0.514417,positive,Good food toy for the rotation
P1000-03,2019-09-04,3,-0.752491,negative,Too Big for small dogs
P1000-04,2019-10-13,5,0.469311,positive,Healthy AND Delicious
P1000-02,2019-09-09,5,0.864252,positive,Great Cappuccino
P1000-03,2019-11-26,5,0.375433,positive,Georgia and Diego love  Tug-A-Jug
P1000-04,2019-10-05,5,0.970634,positive,Great on toast
P1000-04,2019-05-01,5,0.942330,positive,Fabulous!
P1000-02,2019-09-18,5,0.929848,positive,The Best!!
P1000-02,2019-03-12,1,-0.880225,negative,Pretty Bad
P1000-03,2019-03-08,5,0.305467,positive,40 lbs boxer mix loves it and hasn't been able to chew it up!!!!
P1000-02,2019-12-13,5,0.960643,positive,Great Taste...
P1000-04,2019-03-01,5,0.331050,positive,SO MANY USES!
P1000-04,2019-07-28,5,0.917852,positive,Wonderful!
P1000-02,2019-04-03,3,0.536803,positive,Price Vs. Flavor
P1000-03,2019-12-12,5,-0.404850,negative,good toy
P1000-02,2019-02-12,1,-0.929033,negative,Disgusting
P1000-02,2019-12-28,5,0.844028,positive,I love these!
P1000-03,2019-08-28,5,0.802966,positive,sturdy
P1000-03,2019-08-19,5,0.597144,positive,Lab/Boxer Mix Loves It
P1000-02,2019-02-12,2,-0.297194,negative,Tastes awful due to sugar-free sweetener
P1000-03,2019-02-13,5,0.644214,positive,tug-a-jug
P1000-04,2019-04-12,3,0.292934,positive,"Love Nutiva, but Dioxin (plastic)"
